Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision
60-073-3575,30,Male,Middle,Widowed,Bachelor's,Middle,Ełk,Books,$276.77 ,2,Mixed,1,1,2,Low,Very Sensitive,1,2,High,Smartphone,Cash,3/3/2024,TRUE,TRUE,Wants-based,No Preference,4
97-237-3483,49,Male,Middle,Single,High School,Middle,Moju,Health Care,$190.25 ,6,Mixed,4,2,2,None,Very Sensitive,2,9,None,Tablet,PayPal,6/3/2024,FALSE,FALSE,Planned,Express,13
93-675-1619,28,Female,Middle,Married,Master's,Middle,Vília,Animal Feed,$203.49 ,7,In-Store,4,1,2,Medium,Not Sensitive,1,8,High,Tablet,Cash,8/10/2024,FALSE,TRUE,Need-based,Express,11
43-884-2577,24,Male,Middle,Single,High School,High,Prince Rupert,Health Supplements,$263.50 ,6,Mixed,3,2,2,None,Not Sensitive,0,8,Low,Tablet,Debit Card,11/18/2024,FALSE,FALSE,Planned,Standard,1
33-200-7615,40,Female,High,Divorced,Bachelor's,Middle,Jiangmen,Arts & Crafts,$247.30 ,2,In-Store,4,4,2,Low,Very Sensitive,0,1,Medium,Desktop,Credit Card,2/8/2024,TRUE,TRUE,Wants-based,No Preference,11
63-631-8261,18,Male,High,Married,Bachelor's,Middle,Alung,Toys & Games,$50.71 ,12,Online,4,3,0.3,None,Not Sensitive,0,9,Medium,Smartphone,Debit Card,3/17/2024,TRUE,TRUE,Wants-based,No Preference,8
34-016-7909,42,Male,High,Married,High School,Middle,Osorno,Office Supplies,$131.85 ,4,Mixed,5,4,2,Low,Somewhat Sensitive,1,5,Medium,Smartphone,Debit Card,1/4/2024,TRUE,FALSE,Need-based,No Preference,6
82-304-6495,19,Male,High,Married,Master's,High,Labo,Beauty & Personal Care,$459.39 ,6,Mixed,2,2,0.3,Low,Very Sensitive,2,4,High,Tablet,Credit Card,9/29/2024,FALSE,FALSE,Planned,No Preference,14
70-207-6999,36,Female,High,Divorced,High School,Middle,Dakingari,Office Supplies,$383.33 ,6,Online,3,4,2,Medium,Very Sensitive,1,3,None,Smartphone,Credit Card,8/5/2024,FALSE,FALSE,Planned,Standard,12
71-780-8195,26,Female,High,Widowed,Bachelor's,High,Selasari,Toys & Games,$212.08 ,8,In-Store,5,5,2,Low,Very Sensitive,1,9,None,Tablet,Credit Card,5/7/2024,FALSE,FALSE,Need-based,Standard,13
93-356-8589,35,Female,High,Married,Master's,High,Besko,Arts & Crafts,$370.73 ,7,Online,3,2,1,High,Not Sensitive,0,9,High,Smartphone,Debit Card,8/18/2024,FALSE,TRUE,Need-based,No Preference,7
92-142-9480,39,Male,High,Divorced,Master's,Middle,Aubergenville,Clothing,$319.66 ,7,Mixed,4,2,1,High,Not Sensitive,1,10,None,Desktop,Debit Card,2/18/2024,FALSE,FALSE,Wants-based,Express,3
53-042-5685,44,Female,Middle,Widowed,Bachelor's,High,Sula,Jewelry & Accessories,$373.05 ,3,In-Store,3,4,0.3,Low,Not Sensitive,1,10,Medium,Tablet,Cash,3/14/2024,FALSE,TRUE,Planned,Standard,7
35-853-2222,19,Female,High,Married,Bachelor's,High,Valongo,Sports & Outdoors,$393.78 ,6,Online,3,4,1,Medium,Very Sensitive,0,5,Low,Tablet,Other,3/25/2024,TRUE,FALSE,Need-based,No Preference,14
83-670-9273,27,Female,High,Widowed,Master's,High,Al Khānkah,Clothing,$245.04 ,4,Online,3,2,0,High,Not Sensitive,2,6,High,Tablet,Other,12/3/2024,TRUE,TRUE,Need-based,Standard,10
37-783-6086,26,Female,High,Divorced,Master's,Middle,Mértola,Beauty & Personal Care,$111.27 ,3,Online,1,3,1,High,Very Sensitive,2,10,None,Smartphone,PayPal,5/13/2024,FALSE,FALSE,Impulsive,No Preference,12
79-902-8144,26,Female,High,Single,Bachelor's,Middle,Rates,Baby Products,$93.29 ,11,Online,2,2,0,High,Very Sensitive,0,7,Low,Tablet,Other,7/25/2024,TRUE,FALSE,Impulsive,No Preference,9
41-009-7879,27,Female,High,Married,High School,Middle,Anyang,Hotels,$156.50 ,5,Mixed,1,1,1,High,Very Sensitive,0,3,High,Desktop,Other,1/10/2024,TRUE,FALSE,Wants-based,Standard,14
89-302-8461,37,Male,Middle,Single,Master's,Middle,Nymburk,Packages),$290.11 ,8,Mixed,4,4,1,Medium,Very Sensitive,1,4,Medium,Smartphone,PayPal,10/30/2024,FALSE,FALSE,Impulsive,No Preference,14
23-066-1915,23,Female,Middle,Single,Bachelor's,Middle,Jiangcun,Software & Apps,$355.28 ,3,Mixed,5,5,0,Low,Very Sensitive,1,4,Low,Smartphone,Credit Card,9/17/2024,TRUE,TRUE,Planned,No Preference,5
39-090-0124,31,Bigender,Middle,Single,Bachelor's,High,Tafo,Gardening & Outdoors,$73.74 ,7,Online,4,2,0.3,High,Not Sensitive,1,3,Medium,Smartphone,Other,8/17/2024,FALSE,FALSE,Wants-based,Standard,13
41-854-0707,21,Female,Middle,Widowed,Master's,Middle,Cibaregbeg,Sports & Outdoors,$170.35 ,10,In-Store,2,1,1,Medium,Very Sensitive,1,10,Low,Desktop,Cash,6/3/2024,TRUE,TRUE,Need-based,Standard,1
04-352-1558,36,Female,High,Single,Master's,Middle,Wang Yang,Home Appliances,$123.70 ,6,Online,2,5,0,High,Very Sensitive,1,5,None,Smartphone,Other,7/28/2024,FALSE,FALSE,Impulsive,Express,2
93-867-8303,21,Female,Middle,Single,Master's,High,Liangnong,Gardening & Outdoors,$201.60 ,9,In-Store,1,4,2,Medium,Very Sensitive,1,4,High,Smartphone,PayPal,10/24/2024,FALSE,FALSE,Impulsive,Express,14
31-088-6950,27,Female,Middle,Single,Master's,High,Hengshi,Furniture,$116.14 ,11,Mixed,1,4,1,High,Somewhat Sensitive,0,8,Medium,Desktop,Credit Card,4/1/2024,FALSE,TRUE,Wants-based,Express,14
43-616-8365,29,Female,Middle,Single,Master's,High,Kandangan,Jewelry & Accessories,$483.38 ,9,Online,2,1,0,High,Somewhat Sensitive,2,3,High,Desktop,Other,6/9/2024,FALSE,TRUE,Need-based,Standard,8
71-876-9118,24,Male,Middle,Single,High School,Middle,Naranjal,Health Supplements,$418.62 ,9,In-Store,1,2,0,Low,Not Sensitive,0,9,None,Smartphone,Other,11/14/2024,TRUE,FALSE,Need-based,Standard,11
18-263-0366,33,Female,Middle,Divorced,Bachelor's,Middle,Abiko,Books,$139.83 ,12,Online,2,4,2,None,Not Sensitive,0,1,None,Tablet,Cash,10/8/2024,FALSE,FALSE,Impulsive,Express,10
25-502-1415,38,Female,High,Married,Master's,Middle,Longhuashan,Arts & Crafts,$54.17 ,4,Mixed,4,5,0,Medium,Somewhat Sensitive,2,2,Medium,Desktop,Credit Card,1/11/2024,FALSE,TRUE,Planned,No Preference,7
50-000-9588,47,Male,High,Divorced,Master's,High,Zhovkva,Jewelry & Accessories,$437.59 ,10,In-Store,1,4,0,None,Very Sensitive,0,4,High,Tablet,Credit Card,2/26/2024,TRUE,TRUE,Impulsive,Express,9
32-338-5967,32,Male,Middle,Widowed,Bachelor's,High,Lebak,Hotels,$113.57 ,5,Online,4,4,2,Medium,Very Sensitive,1,1,High,Tablet,Cash,11/1/2024,FALSE,TRUE,Wants-based,Standard,8
19-311-9149,21,Bigender,High,Single,High School,High,Gereshk,Packages),$305.54 ,6,In-Store,3,5,0,Medium,Somewhat Sensitive,0,5,Medium,Smartphone,Other,3/28/2024,TRUE,FALSE,Wants-based,No Preference,7
94-212-7169,23,Female,High,Divorced,High School,High,Yonghe,Food & Beverages,$339.12 ,2,In-Store,4,4,0,Medium,Not Sensitive,0,5,Low,Smartphone,PayPal,1/8/2024,FALSE,FALSE,Impulsive,No Preference,1
17-246-6194,45,Non-binary,Middle,Divorced,Bachelor's,High,Dabai,Jewelry & Accessories,$323.40 ,11,Mixed,2,3,2,Low,Very Sensitive,0,8,None,Smartphone,Credit Card,2/28/2024,TRUE,TRUE,Need-based,Standard,10
26-672-1285,24,Genderfluid,Middle,Married,High School,Middle,Moutnice,Clothing,$472.61 ,9,In-Store,5,5,2,None,Very Sensitive,1,4,None,Smartphone,PayPal,9/15/2024,TRUE,TRUE,Impulsive,Express,5
00-265-0556,20,Female,Middle,Widowed,High School,Middle,Qiryat Yam,Furniture,$68.02 ,10,Online,3,2,1,None,Very Sensitive,1,6,None,Tablet,Credit Card,11/1/2024,TRUE,TRUE,Need-based,Express,6
76-397-3294,27,Male,High,Single,Master's,Middle,Pirané,Toys & Games,$199.44 ,7,Online,2,1,2,None,Very Sensitive,0,3,None,Tablet,Cash,7/14/2024,FALSE,TRUE,Need-based,Standard,1
43-612-8079,47,Male,High,Divorced,High School,Middle,Colima,Sports & Outdoors,$250.73 ,4,Online,3,2,1,Low,Somewhat Sensitive,1,10,None,Desktop,Cash,4/24/2024,FALSE,TRUE,Planned,No Preference,10
17-213-2834,34,Male,Middle,Single,High School,Middle,Marshintsy,Clothing,$372.49 ,12,Online,4,3,0,High,Very Sensitive,0,5,Medium,Desktop,Debit Card,8/22/2024,TRUE,FALSE,Planned,No Preference,7
36-214-1586,41,Male,High,Widowed,High School,High,Halinów,Books,$186.85 ,2,Online,3,1,2,High,Not Sensitive,2,8,Low,Smartphone,Other,2/20/2024,TRUE,FALSE,Impulsive,Express,12
32-414-1466,26,Male,High,Widowed,Master's,Middle,Hallsberg,Sports & Outdoors,$73.32 ,10,In-Store,5,1,1,None,Not Sensitive,1,1,Medium,Smartphone,Debit Card,1/27/2024,TRUE,FALSE,Wants-based,Standard,14
12-699-6543,49,Male,Middle,Widowed,Bachelor's,Middle,Celso Ramos,Clothing,$214.59 ,6,Online,1,1,0,None,Somewhat Sensitive,1,8,Low,Tablet,Other,2/9/2024,TRUE,FALSE,Wants-based,Standard,9
83-427-3218,47,Female,Middle,Widowed,High School,Middle,White River,Furniture,$467.32 ,12,In-Store,4,4,2,Medium,Somewhat Sensitive,2,4,Low,Smartphone,PayPal,1/28/2024,FALSE,TRUE,Need-based,No Preference,11
61-663-9008,18,Male,Middle,Married,Master's,Middle,Taishihe,Travel & Leisure (Flights,$475.65 ,4,In-Store,4,5,0,High,Somewhat Sensitive,2,6,Low,Smartphone,PayPal,6/23/2024,TRUE,TRUE,Wants-based,Express,14
86-917-7481,48,Female,Middle,Widowed,Master's,High,Shanghu,Animal Feed,$161.38 ,11,Mixed,5,3,0,None,Very Sensitive,1,10,High,Tablet,Debit Card,8/20/2024,TRUE,TRUE,Impulsive,Standard,10
66-086-2306,19,Male,Middle,Single,Bachelor's,Middle,Brandsen,Baby Products,$249.78 ,4,In-Store,5,4,0,Low,Very Sensitive,0,1,None,Desktop,PayPal,11/24/2024,FALSE,FALSE,Wants-based,No Preference,11
43-671-9834,39,Female,Middle,Divorced,High School,High,Ranot,Clothing,$149.88 ,9,Mixed,3,2,0,Low,Somewhat Sensitive,1,10,Low,Smartphone,Debit Card,4/19/2024,FALSE,FALSE,Impulsive,Standard,4
90-888-8726,48,Female,High,Divorced,Master's,Middle,Saint-Jouan-des-Guérets,Jewelry & Accessories,$347.09 ,5,In-Store,5,2,0,Medium,Somewhat Sensitive,2,1,None,Smartphone,Other,1/26/2024,FALSE,FALSE,Planned,No Preference,7
23-085-0811,43,Female,High,Widowed,Master's,High,Da’an,Health Care,$345.49 ,9,Mixed,3,1,2,High,Not Sensitive,0,10,Medium,Tablet,PayPal,9/6/2024,TRUE,FALSE,Impulsive,Express,3
85-192-9218,31,Female,High,Divorced,Bachelor's,High,Kisovec,Health Care,$297.24 ,2,Mixed,1,4,0,Medium,Not Sensitive,0,9,High,Desktop,PayPal,6/29/2024,TRUE,TRUE,Planned,Express,7
82-671-7236,28,Female,Middle,Divorced,Bachelor's,High,Ābdānān,Home Appliances,$494.34 ,12,Online,5,3,0.25,High,Very Sensitive,1,8,Low,Desktop,Debit Card,3/3/2024,FALSE,FALSE,Wants-based,Express,3
42-674-3987,29,Genderqueer,Middle,Married,Master's,High,Dafeng,Animal Feed,$443.52 ,5,In-Store,5,3,0,None,Somewhat Sensitive,0,7,Low,Tablet,Cash,5/10/2024,TRUE,FALSE,Need-based,Standard,9
41-934-7739,45,Genderfluid,Middle,Divorced,High School,High,Campo Maior,Jewelry & Accessories,$457.18 ,7,In-Store,4,3,2,High,Very Sensitive,2,6,Medium,Smartphone,Other,8/20/2024,TRUE,TRUE,Wants-based,Express,10
48-825-0400,38,Male,Middle,Single,Master's,High,Sävedalen,Books,$407.88 ,4,In-Store,1,3,1,None,Very Sensitive,1,10,Medium,Tablet,Cash,11/11/2024,FALSE,FALSE,Planned,Standard,14
30-133-5120,30,Male,Middle,Widowed,Bachelor's,Middle,Brikcha,Books,$448.68 ,8,In-Store,4,4,2,High,Somewhat Sensitive,1,3,Medium,Tablet,Debit Card,5/25/2024,TRUE,FALSE,Wants-based,Express,8
29-827-8515,40,Female,High,Widowed,Bachelor's,High,Xidianzi,Electronics,$255.96 ,7,Online,5,1,1,High,Very Sensitive,0,10,None,Tablet,Cash,12/23/2024,FALSE,FALSE,Need-based,No Preference,13
91-724-4633,45,Male,Middle,Married,High School,High,La Unión,Luxury Goods,$146.07 ,7,In-Store,4,2,1,Low,Very Sensitive,1,6,None,Tablet,Credit Card,7/7/2024,TRUE,TRUE,Need-based,Standard,1
10-328-5732,44,Female,High,Single,High School,Middle,Kliteh,Health Supplements,$311.90 ,4,In-Store,2,4,2,Low,Very Sensitive,0,6,High,Smartphone,Credit Card,12/30/2024,FALSE,TRUE,Planned,No Preference,2
38-912-1128,38,Female,Middle,Widowed,High School,Middle,Béja,Gardening & Outdoors,$301.60 ,4,Mixed,4,5,1,Low,Not Sensitive,2,10,High,Desktop,Credit Card,3/11/2024,FALSE,FALSE,Impulsive,Standard,13
07-751-9620,23,Polygender,Middle,Widowed,Bachelor's,High,Ferreira do Alentejo,Software & Apps,$297.45 ,3,Mixed,1,5,0,Medium,Very Sensitive,0,7,Low,Tablet,Debit Card,7/7/2024,FALSE,FALSE,Planned,No Preference,4
81-877-9170,30,Genderqueer,High,Widowed,Bachelor's,High,Gegernoong,Sports & Outdoors,$157.26 ,3,Online,1,3,1,Medium,Not Sensitive,1,1,None,Desktop,Cash,7/24/2024,FALSE,FALSE,Need-based,Standard,8
19-885-2597,42,Male,High,Widowed,Master's,Middle,La Montañita,Health Supplements,$239.46 ,3,Mixed,3,1,0,Low,Not Sensitive,2,8,High,Desktop,Other,8/4/2024,TRUE,TRUE,Planned,Standard,7
82-389-2029,28,Female,High,Widowed,High School,High,Sarishābāri,Gardening & Outdoors,$240.82 ,10,Mixed,1,3,2,High,Somewhat Sensitive,0,3,Medium,Tablet,PayPal,1/2/2024,TRUE,FALSE,Planned,No Preference,8
97-463-0048,44,Female,Middle,Single,Master's,High,Mangge,Sports & Outdoors,$302.07 ,6,Mixed,1,5,1,Medium,Not Sensitive,2,5,Medium,Desktop,Other,4/9/2024,TRUE,FALSE,Planned,Express,13
91-572-6135,45,Male,Middle,Widowed,Bachelor's,Middle,Chabařovice,Software & Apps,$367.99 ,2,Online,2,5,1,None,Not Sensitive,2,2,High,Smartphone,Debit Card,10/15/2024,FALSE,FALSE,Planned,Express,8
10-232-0685,46,Female,High,Married,Master's,Middle,Yangping,Groceries,$359.75 ,7,In-Store,5,1,1,High,Not Sensitive,1,6,Low,Tablet,Other,1/23/2024,FALSE,FALSE,Wants-based,Standard,3
77-761-7475,28,Female,Middle,Divorced,Bachelor's,High,Berezna,Packages),$204.44 ,2,Mixed,5,3,2,None,Somewhat Sensitive,1,3,High,Desktop,Debit Card,12/1/2024,FALSE,TRUE,Impulsive,Standard,13
78-826-3039,27,Male,High,Single,Master's,High,Vidual,Gardening & Outdoors,$228.93 ,7,Online,1,1,2,Low,Not Sensitive,2,2,Medium,Desktop,PayPal,2/19/2024,TRUE,TRUE,Impulsive,Express,11
86-668-1045,20,Female,High,Single,High School,Middle,Paris 17,Office Supplies,$355.31 ,11,Online,1,1,0,High,Not Sensitive,1,2,Medium,Desktop,Debit Card,8/19/2024,FALSE,TRUE,Impulsive,Express,12
14-603-9698,40,Male,High,Married,High School,High,Hultsfred,Animal Feed,$334.67 ,12,In-Store,2,1,2,None,Somewhat Sensitive,2,5,None,Tablet,Debit Card,11/18/2024,TRUE,FALSE,Need-based,Standard,13
23-752-2213,36,Male,Middle,Widowed,Master's,Middle,Níkaia,Books,$182.72 ,5,Online,2,1,2,High,Very Sensitive,1,7,None,Desktop,Other,6/4/2024,FALSE,FALSE,Impulsive,No Preference,13
71-486-8561,43,Male,High,Widowed,High School,Middle,Macayug,Jewelry & Accessories,$260.22 ,11,In-Store,4,3,0,None,Not Sensitive,2,5,High,Desktop,Credit Card,11/20/2024,FALSE,TRUE,Need-based,Express,13
76-382-7162,26,Female,High,Single,High School,Middle,Mahanoro,Food & Beverages,$454.93 ,8,Online,3,5,0,Low,Somewhat Sensitive,2,7,Medium,Desktop,Debit Card,4/21/2024,FALSE,FALSE,Wants-based,No Preference,11
28-947-4295,29,Male,Middle,Widowed,Bachelor's,High,Mozdok,Beauty & Personal Care,$325.42 ,11,In-Store,2,4,2,Low,Not Sensitive,1,1,High,Desktop,Other,10/20/2024,TRUE,FALSE,Impulsive,Express,7
84-765-0748,34,Female,Middle,Widowed,High School,High,Hoolt,Jewelry & Accessories,$351.36 ,2,In-Store,5,3,2,High,Very Sensitive,2,6,None,Desktop,Other,2/9/2024,FALSE,TRUE,Need-based,Standard,7
54-207-8349,40,Male,High,Single,Bachelor's,Middle,San Luis,Baby Products,$333.63 ,8,Mixed,4,5,2,None,Very Sensitive,2,2,High,Smartphone,Other,12/5/2024,FALSE,FALSE,Need-based,Express,14
20-419-0341,42,Female,High,Married,Bachelor's,Middle,Pergan,Beauty & Personal Care,$469.90 ,4,Mixed,2,5,1,Low,Not Sensitive,1,7,None,Desktop,Cash,6/28/2024,FALSE,FALSE,Planned,No Preference,7
52-005-9914,28,Male,High,Married,Bachelor's,High,Kanoni,Mobile Accessories,$207.52 ,4,In-Store,3,4,1,Low,Not Sensitive,1,8,High,Desktop,Debit Card,8/6/2024,FALSE,FALSE,Impulsive,No Preference,2
34-846-7805,49,Male,High,Single,Bachelor's,High,Gromadka,Toys & Games,$125.89 ,7,In-Store,3,3,2,Low,Not Sensitive,1,6,Medium,Desktop,Debit Card,11/22/2024,FALSE,FALSE,Wants-based,No Preference,13
26-596-5461,46,Female,High,Single,Master's,Middle,Payapa,Electronics,$170.77 ,9,Online,5,2,1,Medium,Somewhat Sensitive,2,1,Low,Smartphone,Credit Card,8/4/2024,FALSE,FALSE,Impulsive,No Preference,4
20-157-8631,44,Female,High,Divorced,Master's,High,Rat Burana,Electronics,$63.91 ,2,Online,1,4,2,None,Not Sensitive,0,6,Medium,Smartphone,Cash,1/12/2024,FALSE,TRUE,Planned,No Preference,12
91-199-9097,29,Male,High,Married,High School,Middle,Trhové Sviny,Clothing,$340.55 ,7,In-Store,4,5,0,Low,Not Sensitive,0,7,None,Desktop,Credit Card,11/19/2024,FALSE,TRUE,Planned,Express,1
55-846-2579,47,Male,Middle,Divorced,Bachelor's,High,Kiev,Software & Apps,$378.14 ,6,Mixed,2,2,1,Medium,Very Sensitive,1,6,High,Smartphone,PayPal,9/4/2024,FALSE,FALSE,Wants-based,Standard,7
83-455-7266,37,Female,Middle,Married,Bachelor's,Middle,Créteil,Toys & Games,$235.84 ,9,Mixed,5,2,0,None,Very Sensitive,2,3,None,Desktop,Cash,8/3/2024,FALSE,FALSE,Planned,No Preference,14
67-599-9267,47,Male,High,Widowed,High School,Middle,Lomintsevskiy,Arts & Crafts,$164.44 ,5,In-Store,5,1,2,Low,Somewhat Sensitive,1,10,High,Smartphone,Other,4/8/2024,FALSE,FALSE,Impulsive,No Preference,5
41-501-9276,24,Male,High,Married,Bachelor's,High,Monchegorsk,Sports & Outdoors,$455.81 ,3,Online,2,3,1,Low,Somewhat Sensitive,1,6,Medium,Smartphone,Debit Card,4/21/2024,FALSE,FALSE,Wants-based,Express,6
99-509-4653,36,Male,High,Widowed,Master's,High,Olavarría,Health Care,$298.32 ,7,In-Store,3,5,1,Low,Somewhat Sensitive,2,8,None,Tablet,Other,6/17/2024,TRUE,FALSE,Wants-based,Standard,12
31-284-5722,36,Female,High,Single,Bachelor's,High,Jianshan,Hotels,$351.71 ,7,In-Store,2,2,0,Medium,Very Sensitive,1,6,Medium,Tablet,Other,3/19/2024,TRUE,FALSE,Need-based,Standard,8
88-000-9227,49,Male,Middle,Divorced,Bachelor's,Middle,Shreveport,Toys & Games,$393.48 ,11,In-Store,2,2,0,High,Very Sensitive,1,10,None,Tablet,Other,8/13/2024,TRUE,TRUE,Need-based,Standard,3
52-726-9328,19,Genderfluid,High,Single,High School,High,Pingzhuang,Office Supplies,$241.72 ,6,Mixed,5,2,1,Medium,Not Sensitive,0,8,High,Desktop,Debit Card,5/29/2024,FALSE,TRUE,Planned,Express,2
60-198-5417,27,Female,High,Single,Bachelor's,High,Celso Ramos,Software & Apps,$280.20 ,3,In-Store,4,2,0,Medium,Somewhat Sensitive,2,7,None,Desktop,Other,12/3/2024,FALSE,FALSE,Need-based,No Preference,13
00-107-4749,36,Female,Middle,Single,Master's,Middle,Merlo,Health Supplements,$178.04 ,5,Mixed,1,1,2,None,Somewhat Sensitive,2,10,High,Smartphone,Credit Card,9/19/2024,TRUE,TRUE,Impulsive,Express,11
88-428-8409,37,Male,High,Married,Master's,Middle,Ziniaré,Packages),$347.99 ,5,Mixed,4,4,1,Low,Somewhat Sensitive,0,1,High,Desktop,PayPal,3/22/2024,TRUE,FALSE,Planned,Standard,6
21-313-7424,45,Female,Middle,Single,Master's,High,Zduńska Wola,Office Supplies,$343.81 ,3,In-Store,3,5,0,High,Somewhat Sensitive,0,7,Medium,Desktop,Credit Card,2/22/2024,FALSE,TRUE,Need-based,Standard,3
79-973-7862,47,Female,Middle,Married,Master's,Middle,Mount Ayliff,Animal Feed,$105.29 ,7,In-Store,2,5,0,Low,Very Sensitive,0,1,High,Desktop,Cash,12/25/2024,FALSE,TRUE,Need-based,Express,4
81-814-3498,32,Male,Middle,Single,High School,Middle,Pīrgaaj,Hotels,$483.66 ,3,Online,1,4,1,Medium,Not Sensitive,2,1,Medium,Desktop,Other,8/27/2024,FALSE,FALSE,Impulsive,Standard,9
34-375-8138,48,Male,Middle,Married,Bachelor's,Middle,Zbraslavice,Home Appliances,$69.41 ,8,Mixed,5,3,0,High,Somewhat Sensitive,1,9,High,Tablet,Cash,1/28/2024,FALSE,FALSE,Wants-based,Standard,5
05-067-9686,20,Genderfluid,High,Single,Master's,Middle,Xilu,Toys & Games,$207.18 ,11,Online,1,3,0,Low,Somewhat Sensitive,1,5,High,Tablet,PayPal,11/16/2024,FALSE,FALSE,Wants-based,Standard,8
61-951-7929,32,Male,Middle,Divorced,High School,High,Bamut,Health Supplements,$454.15 ,11,In-Store,2,1,1,High,Not Sensitive,1,8,High,Smartphone,Cash,12/8/2024,TRUE,TRUE,Planned,Express,13
53-667-0793,25,Male,High,Widowed,High School,High,La Tour-du-Pin,Groceries,$113.01 ,11,In-Store,5,2,2,Low,Very Sensitive,1,1,None,Tablet,Credit Card,5/15/2024,FALSE,TRUE,Impulsive,Express,4
61-212-1117,42,Male,Middle,Divorced,Bachelor's,Middle,Pader Palwo,Packages),$419.13 ,4,Mixed,3,5,1,None,Not Sensitive,0,1,None,Smartphone,Cash,8/3/2024,FALSE,TRUE,Wants-based,Express,6
09-443-7536,37,Female,High,Single,Bachelor's,High,Maurisu,Jewelry & Accessories,$183.86 ,5,Mixed,1,1,2,Medium,Not Sensitive,1,4,Low,Smartphone,Debit Card,10/7/2024,FALSE,TRUE,Wants-based,Standard,3
27-463-5671,21,Genderfluid,Middle,Widowed,Master's,Middle,Gorzyce,Packages),$53.87 ,10,In-Store,4,3,0,Medium,Very Sensitive,0,10,High,Tablet,Cash,6/25/2024,TRUE,FALSE,Planned,No Preference,2
53-380-3968,43,Female,High,Widowed,Bachelor's,High,Qingyun,Food & Beverages,$427.82 ,9,In-Store,5,5,0,Medium,Somewhat Sensitive,1,2,Medium,Desktop,PayPal,4/4/2024,TRUE,FALSE,Wants-based,No Preference,14
42-969-0735,29,Female,High,Divorced,Bachelor's,Middle,Jiuxian,Packages),$282.82 ,6,In-Store,5,3,2,Medium,Very Sensitive,2,7,None,Desktop,Other,2/29/2024,FALSE,TRUE,Wants-based,Standard,3
12-440-5464,28,Male,Middle,Divorced,Master's,Middle,Ndungu,Electronics,$215.31 ,7,Online,5,5,2,Medium,Somewhat Sensitive,1,8,Medium,Smartphone,Other,4/9/2024,FALSE,TRUE,Impulsive,No Preference,7
33-467-2534,43,Male,Middle,Widowed,Master's,High,Emiliano Zapata,Furniture,$183.66 ,11,Online,3,1,1,Low,Very Sensitive,0,10,Medium,Tablet,Credit Card,4/18/2024,TRUE,TRUE,Planned,No Preference,6
35-418-0288,48,Female,High,Divorced,High School,Middle,Spasskoye,Baby Products,$198.73 ,10,In-Store,1,5,2,High,Very Sensitive,1,5,None,Desktop,Other,2/2/2024,TRUE,FALSE,Impulsive,Standard,4
33-787-2143,26,Female,Middle,Married,High School,High,Gierłoż,Travel & Leisure (Flights,$265.72 ,5,Mixed,5,4,0,None,Very Sensitive,0,9,None,Tablet,Debit Card,4/22/2024,TRUE,TRUE,Planned,Express,13
58-528-6262,42,Male,Middle,Married,Master's,High,Sobue,Software & Apps,$138.35 ,2,Online,4,5,2,Low,Not Sensitive,0,2,Low,Smartphone,Other,7/14/2024,TRUE,TRUE,Wants-based,No Preference,8
31-060-2716,27,Male,Middle,Divorced,Bachelor's,Middle,High Point,Groceries,$441.87 ,3,Mixed,1,2,1,High,Somewhat Sensitive,0,10,Medium,Smartphone,PayPal,9/10/2024,TRUE,FALSE,Wants-based,No Preference,13
81-515-5823,40,Female,Middle,Married,Master's,Middle,Qiankeng,Clothing,$178.29 ,4,Mixed,4,3,2,Low,Very Sensitive,2,10,High,Desktop,Cash,7/29/2024,FALSE,TRUE,Planned,No Preference,8
90-858-0453,23,Male,Middle,Widowed,High School,High,Pandean,Sports & Outdoors,$77.08 ,10,Mixed,2,1,0,High,Not Sensitive,0,8,None,Tablet,PayPal,10/15/2024,TRUE,TRUE,Impulsive,Standard,1
28-874-8938,46,Male,High,Married,High School,High,Phong Điền,Office Supplies,$266.90 ,11,Mixed,4,2,2,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,7/1/2024,FALSE,TRUE,Wants-based,Express,13
89-625-5542,38,Female,Middle,Divorced,Bachelor's,High,Mirów,Electronics,$269.84 ,4,In-Store,5,4,0,Low,Not Sensitive,2,9,Low,Tablet,Credit Card,5/4/2024,TRUE,TRUE,Wants-based,No Preference,2
07-966-8728,23,Male,Middle,Married,Master's,High,Franceville,Home Appliances,$334.22 ,8,Online,2,2,2,None,Very Sensitive,2,8,None,Tablet,Cash,3/2/2024,FALSE,FALSE,Need-based,Standard,1
94-408-2581,40,Female,Middle,Married,High School,High,Bordeaux,Travel & Leisure (Flights,$474.56 ,8,In-Store,1,5,2,Low,Not Sensitive,1,6,High,Smartphone,PayPal,4/17/2024,TRUE,FALSE,Planned,Standard,12
55-301-9368,34,Male,High,Married,Master's,High,Zamora,Electronics,$360.91 ,4,Mixed,3,5,1,High,Somewhat Sensitive,0,8,High,Desktop,Credit Card,8/30/2024,TRUE,TRUE,Planned,No Preference,4
